"time","air.T","air.RH","lightAbsorption.panels_NIR_transmitted[1]","lightAbsorption.panels_PAR_transmitted[1]","soil.heatCapacitor1.T","soil.heatCapacitor2.T","soil.heatCapacitor3.T","soil.heatCapacitor4.T","soil.heatCapacitor5.T","climateController.heater_power","weatherFromFile.weather.air_temp"
7920.32,288.1511851417799,0.3025933137990348,0,0,292.8183788296227,293.1359290542628,293.1473114400062,293.0741071055298,291.3940444651271,85.4669731147315,270.5699647985919
8160.33,288.1511837492985,0.302509798904582,0,0,292.8089201603107,293.135099599897,293.1470741855742,293.0697648401733,291.3467676741207,85.68490386797423,270.5432970652159
8400.34,288.1511823643709,0.3024260809767326,0,0,292.7995403283264,293.1342256659499,293.1468093356951,293.0652098350834,291.3001531363386,85.9021518013835,270.5166293318399
8640.35,288.1511809794434,0.3023423630344499,0,0,292.7901604963422,293.1333517320028,293.146544485816,293.0606548299934,291.2535385985564,86.1198986696099,270.4899615984639
8880.36,288.1511796008475,0.3022585093324588,0,0,292.7808320171307,293.1324489601095,293.1462606753296,293.0559633726708,291.2073538854567,86.33714642647151,270.4632938650879
9120.36,288.1511782259574,0.3021745761695964,0,0,292.7715335927236,293.1315293104746,293.1459657679285,293.0511920551007,291.1614207322242,86.55430433929223,270.4366261317119
9360.37,288.1511768545939,0.3020905556195657,0,0,292.7622673839919,293.1305916646611,293.1456582648298,293.0463366683019,291.1157560867883,86.77139766512404,270.4099583983359
9600.38,288.1511754890231,0.3020063915396099,0,0,292.7530540916347,293.1296244589357,293.1453300724661,293.0413431922429,291.0705324831417,86.98806350774663,270.3832906649599
9840.39,288.15117412467,0.3019221997172188,0,0,292.7438507684997,293.1286517079344,293.1449977983173,293.0363241035367,291.0253916768663,87.20502484791837,270.3566229315839
10080.4,288.1511727687605,0.3018378155955063,0,0,292.7347165784999,293.1276405023472,293.1446372183892,293.031127399908,290.9808250419559,87.42112824533055,270.3299551982079
10320.4,288.1511714128511,0.3017534314595509,0,0,292.7255823885001,293.12662929676,293.1442766384612,293.0259306962792,290.9362584070455,87.63771575397944,270.3032874648319
10560.4,288.1511700623658,0.301668978618407,0,0,292.7164726059226,293.1256045237503,293.1439059755813,293.0206714668832,290.8918943789023,87.85391886123361,270.2766197314559
10800,288.1511687412294,0.3015846104315236,0,0,292.7074029599718,293.1245684146789,293.1435260591144,293.01536114399,290.8478070730939,88.06588971751228,270.25
10800,288.1511687412294,0.3015846104315236,0,0,292.7074029599718,293.1245684146789,293.1435260591144,293.01536114399,290.8478070730939,88.06588971751228,270.2499999998499
10800.4,288.1511687151782,0.3015844586700994,0,0,292.7073866291705,293.1245665330368,293.1435253639041,293.0153515073339,290.8477277715395,88.07007417015566,270.2499399975999
11040.4,288.1511670978277,0.3014997231805999,0,0,292.6983380222913,293.1235076605431,293.143128670093,293.0099361456827,290.8038731459008,88.33021149232468,270.2166053308799
11280.5,288.1511654862076,0.3014146247757192,0,0,292.6893370659893,293.1224221203468,293.1427107563845,293.004399988737,290.7604170580942,88.59011718151322,270.1832706641599
11520.5,288.1511638815982,0.301329093367073,0,0,292.6803923883656,293.1213051853211,293.1422669261033,292.9987230775373,290.7174302644171,88.84957797530623,270.1499359974399
11760.5,288.1511622792268,0.3012434509564741,0,0,292.6714619685139,293.1201803211397,293.1418163085876,292.9930110010488,290.6745620115923,89.10936106577216,270.1166013307198
12000.5,288.1511606844789,0.3011574304591803,0,0,292.6625801177197,293.1190284463135,293.141342570378,292.9871791341097,290.6320975678228,89.36858837617024,270.0832666639999
12240.5,288.1511590930392,0.3010712438804196,0,0,292.6537193555967,293.1178648782453,293.1408584689138,292.9812959818652,290.5898079412833,89.62795574862365,270.0499319972799
12480.5,288.1511575080351,0.3009847342129743,0,0,292.6448996206384,293.1166785614438,293.1403542061539,292.9753130561146,290.5478584146578,89.88694858014806,270.0165973305599
12720.5,288.1511559255881,0.3008981171439261,0,0,292.6360932955134,293.1154848355774,293.1398430841018,292.9692981213111,290.5060196387595,90.14619625264942,269.9832626638399
12960.5,288.1511543497506,0.3008112224707134,0,0,292.6273216345689,293.1142719574102,293.1393142309015,292.9632004436744,290.464467151523,90.40503030815478,269.9499279971199
13200.5,288.1511527787485,0.3007241247138077,0,0,292.6185753319323,293.1130450685283,293.1387724066196,292.957042236171,290.4231240964974,90.6637362101786,269.9165933303998
13440.5,288.1511512125816,0.3006368238732273,0,0,292.6098543876035,293.1118041689319,293.1382176112563,292.9508234988012,290.3819904736826,90.92230910451666,269.8832586636798
