"time","air.T","climateController.heater_power","lightAbsorption.panels_NIR_transmitted[1]","lightAbsorption.panels_NIR_transmitted[2]","lightAbsorption.panels_PAR_transmitted[1]","lightAbsorption.panels_PAR_transmitted[2]","air.RH","soil.heatCapacitor1.T","soil.heatCapacitor2.T","soil.heatCapacitor5.T","soil.heatCapacitor3.T","soil.heatCapacitor4.T","weatherFromFile.weather.air_temp"
9600.38,289.6688859037358,0,0,0,0,0,0.2767031963689374,292.9025588535814,293.1384487014636,293.09351230625,293.1495271345659,293.1471632351278,270.3832906649599
9840.39,289.6562434276114,0,0,0,0,0,0.2768689144116955,292.8959999204585,293.137851665251,293.0921723443068,293.1494907729891,293.1470271956529,270.3566229315839
10080.4,289.6436785962912,0,0,0,0,0,0.2770330113562333,292.88944975198,293.1372404379201,293.090835698169,293.1494525811484,293.1468882553348,270.3299551982079
10320.4,289.6311934619348,0,0,0,0,0,0.277195450503982,292.882908267063,293.1366150976113,293.0895023477997,293.1494125861232,293.1467464300209,270.3032874648319
10560.4,289.618788024542,0,0,0,0,0,0.2773562281883594,292.8763754657076,293.1359756443249,293.0881722931986,293.1493707879134,293.1466017197112,270.2766197314559
10800,289.6064843987921,0,0,0,0,0,0.2775150558677652,292.8698630834952,293.1353232671559,293.086847919565,293.1493272666214,293.1464543926685,270.25
10800,289.6064843987921,0,0,0,0,0,0.2775150558677652,292.8698630834952,293.1353232671559,293.086847919565,293.1493272666214,293.1464543926685,270.2499999998499
10800.4,289.6064622857263,0,0,0,0,0,0.2775153407164413,292.869851346905,293.1353220789508,293.0868455341332,293.1493271868709,293.1464541245861,270.2499399975999
11040.4,289.5939596994937,0,0,0,0,0,0.2776769699120203,292.8633367451378,293.1346524260828,293.0855225297411,293.1492815506231,293.1463032406204,270.2166053308799
11280.5,289.5812369329658,0,0,0,0,0,0.2778416862496647,292.8568332008327,293.1339637369789,293.0842040019946,293.1492331778121,293.1461484668224,270.1832706641599
11520.5,289.5683243093403,0,0,0,0,0,0.2780088132212654,292.8503422040919,293.1332523937387,293.0828908145655,293.149181410423,293.1459890642631,270.1499359974399
11760.5,289.5553781901156,0,0,0,0,0,0.2781763934275516,292.8438541408553,293.1325355453025,293.0815789278946,293.1491287840631,293.1458285369533,270.1166013307198
12000.5,289.5423130120222,0,0,0,0,0,0.2783452963484827,292.8373765046508,293.1317991288504,293.0802716647206,293.1490731045234,293.1456640117599,270.0832666639999
12240.5,289.529212176515,0,0,0,0,0,0.2785145722548921,292.83090311793,293.1310544807729,293.0789663508044,293.1490160897442,293.1454978048789,270.0499319972799
12480.5,289.5160396395067,0,0,0,0,0,0.2786844820711323,292.8244382762587,293.1302932801798,293.077664956542,293.1489563900064,293.1453282163857,270.0165973305599
12720.5,289.502853319944,0,0,0,0,0,0.2788545162527845,292.8179760536553,293.1295268327961,293.0763648081755,293.1488957964835,293.1451575559968,269.9832626638399
12960.5,289.4896305907076,0,0,0,0,0,0.2790246875100921,292.8115207499006,293.1287465248517,293.0750679511195,293.1488328418288,293.1449840639575,269.9499279971199
13200.5,289.4763812824715,0,0,0,0,0,0.2791949903047661,292.8050704968936,293.1279560987217,293.0737734967146,293.148768163552,293.1448085048182,269.9165933303998
13440.5,289.4631053952354,0,0,0,0,0,0.2793654246251149,292.7986252946345,293.1271555544059,293.0724814449607,293.1487017616531,293.1446308785789,269.8832586636798
13680.5,289.4498345306937,0,0,0,0,0,0.2795353436803599,292.7921862743655,293.1263424416466,293.0711923856364,293.1486331177222,293.1444506843748,269.8499239969598
13920.6,289.4365703881351,0,0,0,0,0,0.2797047112284791,292.785753496916,293.1255166286883,293.0699063504555,293.1485622038834,293.1442678952735,269.8165893302399
14160.6,289.4233008955511,0,0,0,0,0,0.2798737731860674,292.7793265301456,293.1246790515421,293.0686231141194,293.1484892181719,293.1440827026076,269.7832546635199
14400,289.4100579188889,0,0,0,0,0,0.280042123931637,292.7729207778343,293.123831762705,293.0673457463198,293.1484143432057,293.1438955594845,269.75
14400,289.4100579188889,0,0,0,0,0,0.280042123931637,292.7729207778343,293.123831762705,293.0673457463198,293.1484143432057,293.1438955594845,269.7499999998799
14400.6,289.4100260584946,0,0,0,0,0,0.2800425282325725,292.7729053758219,293.1238297067102,293.0673426774694,293.1484141598511,293.1438951056621,269.7499519980799
14640.6,289.3969577936738,0,0,0,0,0,0.2802072270075979,292.7664924834875,293.1229639394622,293.0660661610122,293.1483360420639,293.143704152568,269.7299511980479
14880.6,289.3844421176844,0,0,0,0,0,0.2803620136853336,292.7600898798721,293.1220800601926,293.0647939792107,293.1482544213499,293.1435094959667,269.7099503980159
15120.6,289.3722158792215,0,0,0,0,0,0.2805115976452187,292.7536943234109,293.1211847086641,293.0635245479733,293.1481705304564,293.1433124918564,269.6899495979839
15360.6,289.3602450145085,0,0,0,0,0,0.280656562756969,292.7473060484768,293.1202779447946,293.0622578561447,293.1480843496993,293.143113151239,269.6699487979519
15600.6,289.348509935153,0,0,0,0,0,0.280797226587761,292.7409257383752,293.1193591382856,293.0609940588502,293.1479957159999,293.1429113434599,269.6499479979199
15840.6,289.3369292591088,0,0,0,0,0,0.2809350469284034,292.7345523369978,293.1184303952863,293.0597326560011,293.1479050022301,293.1427074970972,269.6299471978879
16080.6,289.3254988235483,0,0,0,0,0,0.2810700973573009,292.7281856580803,293.1174919836917,293.0584735830413,293.14781226447,293.1425016671128,269.6099463978559
16320.7,289.3142139023885,0,0,0,0,0,0.2812024375634368,292.7218263626065,293.1165431518643,293.0572170243159,293.1477173168137,293.1422936976442,269.5899455978239
16560.7,289.3030735297244,0,0,0,0,0,0.2813320464278903,292.7154756242723,293.115582489336,293.0559633242024,293.1476198241613,293.142083297009,269.5699447977919
16800.7,289.2920782935261,0,0,0,0,0,0.2814589291991314,292.7091327286199,293.1146108546935,293.0547122730697,293.1475199904964,293.1418706427615,269.5499439977599
17040.7,289.2811558611098,0,0,0,0,0,0.2815843230499128,292.7027994281298,293.1136271379139,293.0534641709631,293.1474173059925,293.1416554880363,269.5299431977279
17280.7,289.2703285155774,0,0,0,0,0,0.281707842653137,292.6964751829257,293.1126316809553,293.0522189254494,293.1473119277086,293.1414379088839,269.5099423976959
